Channel_ID,Channel_Name,Message_ID,Global_ID,Date_UTC,Date_Local,Sender_ID,Sender_Name,Message_Type,Message_Text,Views,Forwards,Replies,Media_Type
1104344271,"Не баг, а фича",22389,N/A,2025-12-17 05:41:01,2025-12-17 11:11:01,1104344271,"Не баг, а фича (@bugnotfeature)",media,"🔥 **2-й сезон сериала Fallout ВЫШЕЛ** — продолжение ТВ-адаптации культовой игры уже доступно для просмотра.   У сезона **нереальные 97% положительных рецензий** на Rotten Tomatoes — критики утверждают, что авторы **улучшили КАЖДЫЙ аспект!** Сюжет, лор, боевые сцены и драма — всё на высшем уровне.  Сегодня вспоминаем зиму, путешествия по знойной Мохаве.  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",7076,143,0,Photo
1104344271,"Не баг, а фича",22388,N/A,2025-12-16 21:43:03,2025-12-17 03:13:03,1104344271,"Не баг, а фича (@bugnotfeature)",media,"⚠️ **Гибернация ЖРЁТ до ****3️⃣****0️⃣**** ГБ на жёстком диске вашего ПК **— файл `hiberfil.sys` на Windows 10 и 11 занимает кучу места на SSD/HDD и абсолютно бесполезен.   **Гибернация **— это спящий режим с одним НО: Windows пишет ВСЁ с оперативной памяти на жёсткий диск, а потом воспроизводит инфу при возвращении юзера.  Как удалить бесполезную фичу:  1️⃣ Нажимаем **Win + R** → вводим `control folders` → Открываем **«Вид»** → пролистываем **вниз.** 2️⃣ Включаем галочку **«Показывать скрытые файлы».** 3️⃣ Файл `hiberfil.sys` окажется **в корневой папке диска С **— если его нет, у вас нет гибернации, можно ничего не делать.  4️⃣ Чтобы удалить — запускаем **Терминал **и вводим `powercfg -h off` или `powercfg /h off`   🔤🔤🔤  Теперь **30 ГБ места на вашем жестком диске СВОБОДНЫ** — можно закачать игры, фильмы и что угодно. ** ** Сохраняйте гайд.  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",29562,1247,0,Photo
1104344271,"Не баг, а фича",22387,N/A,2025-12-16 19:08:12,2025-12-17 00:38:12,1104344271,"Не баг, а фича (@bugnotfeature)",media,"⚡️ **Steam выкатил персональные ИТОГИ ГОДА для всех** — можно посмотреть, сколько времени вы играли в свои любимые игры.   Проверяем и делимся с друзьями — [тут.](https://store.steampowered.com/replay/my/2025)  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",33975,285,0,Photo
1104344271,"Не баг, а фича",22386,N/A,2025-12-16 18:22:19,2025-12-16 23:52:19,1104344271,"Не баг, а фича (@bugnotfeature)",media,"⚡️ **OpenAI выкатила свой НЕЙРОФОТОШОП **—** **убийца** Nano Banana Pro **доступен для всех и бесплатно.   ChatGPT Images умеет ВСЁ:  🔅 Работает в 4️⃣** раза быстрее.** 🔅 Идеально соблюдает запросы и **не ошибается. ** 🔅 **Суперточно** редактирует пикчи.   Пробуем первыми — [тут.](https://chatgpt.com/)  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",35244,767,0,Document
1104344271,"Не баг, а фича",22385,N/A,2025-12-16 18:04:17,2025-12-16 23:34:17,1104344271,"Не баг, а фича (@bugnotfeature)",media,"⚡️ **Геймера в CS2 развели на МИЛЛИОН рублей по «схеме Долиной» **— бедняга купил AWP Dragon Lore за $12 тысяч, но уже через пару дней скин ИСЧЕЗ из инвентаря.** ** Оказалось, что продавец сразу написал в поддержку и пожаловался, что продал скин **«под влиянием мошенников». **Доверчивые сотрудники** вернули ему предмет,** но НЕ ВЕРНУЛИ деньги покупателю.   В итоге скамер успел вывести средства из кошелька Steam, а геймер **остался ни с чем. **  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",32052,410,0,Photo
1104344271,"Не баг, а фича",22384,N/A,2025-12-16 16:59:08,2025-12-16 22:29:08,1104344271,"Не баг, а фича (@bugnotfeature)",media,"⚡️ **Вышел трейлер нового фильма легендарного Стивена Спилберга **— сюжет Disclosure Day расскажет о вторжении инопланетян на Землю.   Главные роли исполнили **Эмили Блант** («Грань будущего») и **Джош О’Коннор** («Достать ножи: Проснись, мертвец»).  Премьера — 12 июня 2026 года.  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",31394,241,0,Document
1104344271,"Не баг, а фича",22383,N/A,2025-12-16 15:27:40,2025-12-16 20:57:40,1104344271,"Не баг, а фича (@bugnotfeature)",media,"⚡️ **ВСЕ домовые чаты переведут в MAX** — Госдума приняла новый закон сразу во втором и третьем чтении, дальше его должен одобрить Совет Федерации и Путин.  Теперь управляющие компании, коммунальщики и все профильные организации обязаны будут общаться с жильцами **ТОЛЬКО через государственный мессенджер. **  Вывоз мусора теперь только через MAX.   🙂 [Не баг, а фича](https://t.me/bugnotfeature)",33777,349,0,Photo
1104344271,"Не баг, а фича",22382,N/A,2025-12-16 14:39:58,2025-12-16 20:09:58,1104344271,"Не баг, а фича (@bugnotfeature)",media,"**Киберпсихоз начался у российских автобусов. **Киберпанк, который мы заслужили.  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",32125,225,0,Document
1104344271,"Не баг, а фича",22381,N/A,2025-12-16 12:17:33,2025-12-16 17:47:33,1104344271,"Не баг, а фича (@bugnotfeature)",media,,35854,618,0,Photo
1104344271,"Не баг, а фича",22380,N/A,2025-12-16 12:17:33,2025-12-16 17:47:33,1104344271,"Не баг, а фича (@bugnotfeature)",media,,35964,599,0,Photo
1104344271,"Не баг, а фича",22379,N/A,2025-12-16 12:17:33,2025-12-16 17:47:33,1104344271,"Не баг, а фича (@bugnotfeature)",media,,35728,604,0,Photo
1104344271,"Не баг, а фича",22378,N/A,2025-12-16 12:17:33,2025-12-16 17:47:33,1104344271,"Не баг, а фича (@bugnotfeature)",media,"⚡️**Китайские туристы В ШОКЕ от России — **прилетевшие по безвизу буквально ОБАЛДЕЛИ от местных реалий, которые давно привычны гражданам РФ.  Самые яркие примеры: 🔅**По прилете инет НЕ РАБОТАЕТ 24 часа —** даже оплаченный пакет роуминга бесполезен; 🔅**Никаких престижных отелей вроде Hilton и Marriott — **остались только местные гостиницы, которые китайцам неизвестны; 🔅**Рубль внезапно силён и цены в Сочи даже выше,** чем на горнолыжке во Франции; 🔅**GPS — не пашет, **и в век ИИ приходится кататься по знакам; 🔅**WeChat, AliPay, Visa и MasterCard — БЕСПОЛЕЗНЫ.** Они просто не работают.  Как же мы их понимаем.  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",34890,615,0,Photo
1104344271,"Не баг, а фича",22377,N/A,2025-12-16 11:01:01,2025-12-16 16:31:01,1104344271,"Не баг, а фича (@bugnotfeature)",media,"ЧТО: **нюхать свои пуки ПОЛНЗНО** — сероводород, который мы выделяем, **ЗАЩИЩАЕТ клетки мозга от старения** и противостоит АЛЬЦГЕЙМЕРУ.  Это не шутка: врачи из Университета Хопкинса заставляли мышей** три месяца нюхать свой метеоризм.** Итог — буст памяти аж **на 50%!**  Интересно, сработает ли с ПК...  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",37263,1354,0,Photo
1104344271,"Не баг, а фича",22376,N/A,2025-12-16 09:44:36,2025-12-16 15:14:36,1104344271,"Не баг, а фича (@bugnotfeature)",media,"⚡️ChatGPT КОНЕЦ: «Пятёрочка» выкатила ГаляGPT.  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",36964,650,0,Photo
1104344271,"Не баг, а фича",22375,N/A,2025-12-16 09:01:11,2025-12-16 14:31:11,1104344271,"Не баг, а фича (@bugnotfeature)",media,"⚡️**Забираем МОЩНЕЙШИЙ апскейлер видео Wan Vision Enhancer** — сервис буквально из каши делает понятное и четкое изображение.  🔅Шакальные, пиксельные и отвратительные видосы улучшаются в ДЕСЯТКИ раз;** ** 🔅**Есть пять уровней креативности —** от точной реставрации видео до полного переосмысления картинки и сюжета; 🔅**База — Wan в Fal AI,** одна топовая видео-нейронка.  Пересоздаём видосы [тут.](https://fal.ai/models/fal-ai/wan-vision-enhancer)  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",35529,704,0,Document
1104344271,"Не баг, а фича",22374,N/A,2025-12-16 08:16:23,2025-12-16 13:46:23,1104344271,"Не баг, а фича (@bugnotfeature)",media,"⚡️**«Иллюзия обмана 3» вышла в БЕСПЛАТНЫХ кинотеатрах!** Это — самая высокооценённая часть трилогии.  По сюжету Атлас объединился с новым поколением иллюзионистов, чтобы похитить у мафии **самый крупный в мире королевский алмаз.**   Планы на вечер построены.  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",35539,494,0,Document
1104344271,"Не баг, а фича",22373,N/A,2025-12-16 07:41:31,2025-12-16 13:11:31,1104344271,"Не баг, а фича (@bugnotfeature)",media,,37970,484,0,Photo
1104344271,"Не баг, а фича",22372,N/A,2025-12-16 07:41:31,2025-12-16 13:11:31,1104344271,"Не баг, а фича (@bugnotfeature)",media,"🔥 **Ам Нямы ВЕРНУТСЯ во «Вкусно — и точка»!** Коллабу с зелёным монстриком стартует **25 декабря.**  Ждём: 🔅Ам Няма в синей шапке; 🔅Ам Няма в оранжевей панаме; 🔅Ам Няма в коричневой кепи; 🔅Ам Няма в розовой теннисной бейсболке; 🔅Ам Няма в чёрном снепбеке.  Очередь за подарком на НГ будет большой...  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",38786,518,0,Photo
1104344271,"Не баг, а фича",22371,N/A,2025-12-16 05:46:01,2025-12-16 11:16:01,1104344271,"Не баг, а фича (@bugnotfeature)",media,"⚡️**В Dota 2 новый герой **— лягушку-барда Largo только что добавили в игру!  Largo — персонаж ближнего боя** с фокусом на «Силу». **Персонаж усиливает свою команду и ослабляет соперников.  Почти среда, чуваки.  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",36938,506,0,Document
1104344271,"Не баг, а фича",22370,N/A,2025-12-15 23:12:00,2025-12-16 04:42:00,1104344271,"Не баг, а фича (@bugnotfeature)",media,"⚠️ **Шифруем ЛЮБОЙ файл в PNG-картинку** — нашли секретную тулзу, которая спрячет документы, архивы и даже установщики у всех на виду.   ShadeofColor превращает любые файлы в обычные пикчи:  🔅 **Работает безопасно** — прога извлекает бинарный код из файла и надёжно прячет его в PNG.  🔅 **Обходит все фильтры** — если какой-то сервис блокирует отправку архивов, он отправится как простая фотка.  🔅 **Передаёт файлы по стелсу **— PNG НИКОГДА ни у кого не вызывает подозрений.  🔅 **Бесконечное хранилище **— можно превратить гигабайты данных в пикчи.  🔅 **100% защита **— никто посторонний не сможет расшифровать файл.   🔤🔤🔤🔤🔤🔤🔤🔤🔤  Сохраняйте мегашифр — [тут.](https://github.com/archistico/ShadeOfColor2)  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",38784,1435,0,Photo
1104344271,"Не баг, а фича",22369,N/A,2025-12-15 20:43:21,2025-12-16 02:13:21,1104344271,"Не баг, а фича (@bugnotfeature)",media,,47513,862,0,Photo
1104344271,"Не баг, а фича",22368,N/A,2025-12-15 20:43:21,2025-12-16 02:13:21,1104344271,"Не баг, а фича (@bugnotfeature)",media,,47384,889,0,Photo
1104344271,"Не баг, а фича",22367,N/A,2025-12-15 20:43:20,2025-12-16 02:13:20,1104344271,"Не баг, а фича (@bugnotfeature)",media,"⚡️ **YouTube ОКОНЧАТЕЛЬНО заблокировали в России** — сервис полностью перестал работать у многих провайдеров в Петербурге.   На этой неделе **доступ пропал у SkyNet, «еТелекома» и «Невалинки»** — провайдеры, у которых ещё работал YouTube. Они заявили, что ограничения введены по требованию Роскомнадзора.   Больше никакого замедления, только полноценный бан — теперь официально.   🙂 [Не баг, а фича](https://t.me/bugnotfeature)",44642,933,0,Photo
1104344271,"Не баг, а фича",22366,N/A,2025-12-15 19:08:59,2025-12-16 00:38:59,1104344271,"Не баг, а фича (@bugnotfeature)",media,,39981,580,0,Photo
1104344271,"Не баг, а фича",22365,N/A,2025-12-15 19:08:58,2025-12-16 00:38:58,1104344271,"Не баг, а фича (@bugnotfeature)",media,,41292,611,0,Photo
1104344271,"Не баг, а фича",22364,N/A,2025-12-15 19:08:58,2025-12-16 00:38:58,1104344271,"Не баг, а фича (@bugnotfeature)",media,,40698,604,0,Photo
1104344271,"Не баг, а фича",22363,N/A,2025-12-15 19:08:57,2025-12-16 00:38:57,1104344271,"Не баг, а фича (@bugnotfeature)",media,"**iOS 26.2 больше НЕ УБИВАЕТ батареи айфонов **— на новой iOS энергопотребление снизилось аж в **1️⃣****,****5️⃣****-****2️⃣**** раза.**  Ранее юзеры жаловались, что после установки iOS 26 с «жидким стеклом» айфоны стали быстро разряжаться, но **новый апдейт решил проблему.  **  Тим Кук починил, обновляемся.  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",39805,619,0,Photo
1104344271,"Не баг, а фича",22362,N/A,2025-12-15 18:41:00,2025-12-16 00:11:00,1104344271,"Не баг, а фича (@bugnotfeature)",media,"**Призы за ПРОМПТЫ** — Яндекс на мероприятии «Ночь промптов» наградил первых победителей Всероссийского конкурса по промпт-инженерингу.   🔅 **Он проходил на Промптхабе **— платформе с готовыми идеями, как применять ИИ.  🔅 Конкурс по работе с нейросетями **стартовал в октябре** и продлится ЦЕЛЫЙ ГОД. 🔅 Участникам конкурса нужно выполнить с помощью Алисы AI ЛЮБОЕ **творческое задание.** 🔅 На конкурс уже **подано 700 работ **из 18 городов России.** **🔅 Всего — 8 номинаций, в каждой из них жюри выбирает **5 победителей. **  Призовой фонд — аж 1️⃣5️⃣ миллионов рублей. Скоро — новые конкурсы.   🙂 [Не баг, а фича](https://t.me/bugnotfeature)",36383,117,0,Document
1104344271,"Не баг, а фича",22361,N/A,2025-12-15 18:09:05,2025-12-15 23:39:05,1104344271,"Не баг, а фича (@bugnotfeature)",media,"⚡️ **В СПбГУ теперь раздают Wi-Fi ТОЛЬКО через MAX **— старые логины и пароли отключили, а новые можно получить только через госмессенджер.  Вход в интернет через обязательный MAX — теперь реальность.  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",35630,492,0,Photo
1104344271,"Не баг, а фича",22360,N/A,2025-12-15 17:13:23,2025-12-15 22:43:23,1104344271,"Не баг, а фича (@bugnotfeature)",media,"**«Оно: добро пожаловать в Дерри» — ЛУЧШИЙ сериал года.** Критики и зрители оказались в восторге от финала, который собрал космические **9️⃣****,****6️⃣**** из ****1️⃣****0️⃣**** баллов на IMDb. **  Рейтинги всего сезона:  • Эпизод 1 — **8.0** • Эпизод 2 — **7.7** • Эпизод 3 — **7.6** • Эпизод 4 — **8.1** • Эпизод 5 — **8.7** • Эпизод 6 — **8.1** • Эпизод 7 — **9.4** • Эпизод 8 — **9.6**  Сериал **запланирован на три сезона,** а события продолжения могут уйти ещё дальше в прошлое — в 1935 и 1908 год, в годы пробуждения Пеннивайза.   Все серии уже лежат в бесплатных кинотеатрах.    🙂 [Не баг, а фича](https://t.me/bugnotfeature)",36542,527,0,Photo
1104344271,"Не баг, а фича",22359,N/A,2025-12-15 16:27:12,2025-12-15 21:57:12,1104344271,"Не баг, а фича (@bugnotfeature)",media,"⚡️ **Второй сезон Fallout начнётся УЖЕ ЗАВТРА **— премьеру сдвинули на день раньше, 16 декабря.   Дождались.   🙂 [Не баг, а фича](https://t.me/bugnotfeature)",36142,521,0,Photo
1104344271,"Не баг, а фича",22358,N/A,2025-12-15 16:07:21,2025-12-15 21:37:21,1104344271,"Не баг, а фича (@bugnotfeature)",media,"**Шапку от головной боли завезли на маркетплейсы **— аксессуар помогает избавиться от мигрени даже БЕЗ ТАБЛЕТОК.  Внутри — **охлаждающий гель, **который снимает боль и «затуманенность» в голове. Просто кидаем шапку в морозилку, надеваем и ждём** 10 минут.  **Цена — **от 440 рублей.**  Подарок на НГ найден.   🙂 [Не баг, а фича](https://t.me/bugnotfeature)",37403,726,0,Photo
1104344271,"Не баг, а фича",22357,N/A,2025-12-15 15:31:00,2025-12-15 21:01:00,1104344271,"Не баг, а фича (@bugnotfeature)",media,"**Студент Центрального университета сэкономит «Норникелю» ДЕСЯТКИ миллионов в год! **Юный гений [создал](https://www.kommersant.ru/doc/8290187) интеллектуальную систему для отслеживания деградаций металла.  Сейчас ИИ прогнозирует содержание металлов на 59 точках в технологической цепочке — на каждой минимум по 2 модели. Нововведение студента позволяет сэкономить **до 60 млн руб. в год от улучшения извлечения полезного металла** на пару десятых процентного пункта. Главное — это только на ОДНОМ производстве.   Когда экономия реально экономна  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",34712,145,0,Photo
1104344271,"Не баг, а фича",22356,N/A,2025-12-15 15:01:12,2025-12-15 20:31:12,1104344271,"Не баг, а фича (@bugnotfeature)",media,"**В Excel можно делать 3D-КАРТЫ —** функция изначально встроена в сервис и помогает наносить данные на ГЛОБУС.  О фиче рассказала фанатка таблиц: она **откапала её в специальном Discord-канале, **где сидят такие же табличные гении.  Excel изучен меньше мирового океана.  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",35182,424,0,Photo
1104344271,"Не баг, а фича",22355,N/A,2025-12-15 13:48:22,2025-12-15 19:18:22,1104344271,"Не баг, а фича (@bugnotfeature)",media,"⚡️Вторая часть финала **«Очень странных дел» — **ПЕРВЫЙ трейлер!  Ждём пушку уже **25 декабря.**  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",35923,303,0,Document
1104344271,"Не баг, а фича",22354,N/A,2025-12-15 13:11:00,2025-12-15 18:41:00,1104344271,"Не баг, а фича (@bugnotfeature)",media,,40567,115,0,Document
1104344271,"Не баг, а фича",22353,N/A,2025-12-15 13:11:00,2025-12-15 18:41:00,1104344271,"Не баг, а фича (@bugnotfeature)",media,,40028,95,0,Document
1104344271,"Не баг, а фича",22352,N/A,2025-12-15 13:11:00,2025-12-15 18:41:00,1104344271,"Не баг, а фича (@bugnotfeature)",media,"**Действующие аниматоры показали, как на самом деле изготавливаются мультфильмы:** в роликах спецы рисуют персонажей «Простоквашино» и рассказывают, за что любят анимацию.  Это — полноценный гайд по рисунку Шарика, Матроскина, Галчонка и других героев на планшетах HUAWEI. Плюсом идёт [совместный конкурс](https://www.mvideo.ru/promo/konkurs-risunkov-souzmultfilm) М.Видео и «Союзмультфильма» — повторите за мастерами и получите призы.  Чтобы участвовать, надо: 🔅Нарисовать героя «Простоквашино» в приложении **GoPaint на планшете HUAWEI**; 🔅Выложить работу ВКонтакте в [группе](https://vk.com/mvideoeldorado) с хештегом #HUAWEIMatePad12X **до 31 декабря**; 🔅Команда М.Видео и «Союзмультфильма» выберет лучший рисунок и **он появится в мультсериале «Простоквашино»**.  Работы принимаются до 31 декабря. Итоги — в январе 2026 года. Дерзаем.  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",37631,100,0,Document
1104344271,"Не баг, а фича",22351,N/A,2025-12-15 12:31:05,2025-12-15 18:01:05,1104344271,"Не баг, а фича (@bugnotfeature)",media,"Обновление в МАХ. Обстановка.  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",42440,735,0,Photo
1104344271,"Не баг, а фича",22350,N/A,2025-12-15 11:05:16,2025-12-15 16:35:16,1104344271,"Не баг, а фича (@bugnotfeature)",media,"‼️**94 ГБ ОЗУ может СОЖРАТЬ Discord** — реддитор показал скрин, где видно, как из 128 ГБ «дис» занял 3/4 объёма оперативки.  Разрабы Discord тоже офигели и быстро отреагировали — попросили автора скрина **связаться с ними, чтобы понять, как так вышло.**  Ещё одна причина подорожания ОЗУ — Discord.  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",43793,497,0,Photo
1104344271,"Не баг, а фича",22349,N/A,2025-12-15 10:31:01,2025-12-15 16:01:01,1104344271,"Не баг, а фича (@bugnotfeature)",media,"В инете показали, как **профессионалы работают с ПК.**  Буквально мы.  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",40584,375,0,Document
1104344271,"Не баг, а фича",22348,N/A,2025-12-15 10:01:01,2025-12-15 15:31:01,1104344271,"Не баг, а фича (@bugnotfeature)",media,"**Бусти свои стартапы благодаря SberUnity **— ребята показали витрину сервисов для стартапов.  Теперь у стартапов есть единое пространство, где можно взять инструменты для роста и воспользоваться **16 эксклюзивными офферами** от партнёров:  🔅 34 млн токенов от GigaChat; 🔅 Грант на 300 тысяч рублей от Cloud.ru; 🔅 Месяц БЕСПЛАТНО в Jivo и inSales; 🔅 Еще десяток сервисов для разработки, продаж, финансов и юрподдержки.  Смотрим, что нужно вам [тут,](https://sberunity.ru/for-startups?utm_source=telegram&utm_medium=fix&utm_campaign=sber_startup_tg_seeding_december_2025_post&utm_term=bugnotfeature/?erid=2VfnxxJamXo) а больше можно узнать на канале СберСтартап — [тут.](https://t.me/+LMn4oTrYS6JkZWQy)  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",39792,164,0,Document
1104344271,"Не баг, а фича",22347,N/A,2025-12-15 09:04:04,2025-12-15 14:34:04,1104344271,"Не баг, а фича (@bugnotfeature)",media,"⚡️**Заметки Айфона можно использовать как МЕССЕНДЖЕР!** В стандартном приложении заметок есть возможность переписываться **даже БЕЗ ИНТЕРНЕТА.**  Всё, что нужно сделать — это: 🔅Создать новую заметку; 🔅Нажать «Поделиться», а затем «Совместная работа»; 🔅**Выбрать контакт и отправить ссылку** — всё.  Ждём звонки и видеокружочки.  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",41719,1262,0,Photo
1104344271,"Не баг, а фича",22346,N/A,2025-12-15 08:35:19,2025-12-15 14:05:19,1104344271,"Не баг, а фича (@bugnotfeature)",media,"❗️**Ноуты с 8 ГБ ОЗУ станут нормой** — предупреждают эксперты. Всё из-за кризиса на рынке памяти.  Привычные 16 ГБ перейдут в категорию дорогого хай‑энда для заказчиков с ИИ, а **простому покупателю оставят устройства с 8 ГБ.**  Для понимания: в Windows 11 8 гигов хватит на работу в браузере и отправку писем — **никаких** **игр.**  ПК-видеогейминг: 1990-2025.  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",41464,586,0,Photo
1104344271,"Не баг, а фича",22345,N/A,2025-12-15 08:08:42,2025-12-15 13:38:42,1104344271,"Не баг, а фича (@bugnotfeature)",media,"⚡️**Весь сезон «Оно: Добро пожаловать в Дерри» ВЫШЕЛ** — финал зрители оценили на ошеломительные 9,6 баллов из 10! В отзывах отмечают, что **приквел вышел ЛУЧШЕ оригинальной дилогии «ОНО».**  Напоминаем сюжет: в 1962 году, за 27 лет до первого фильма о городке Дерри, клоун Пеннивайз только становится адским чудищем. Лучший хоррор года уже **можно найти в БЕСПЛАТНЫХ кинотеатрах.**  Планы на вечер построены.  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",41587,682,0,Document
1104344271,"Не баг, а фича",22344,N/A,2025-12-15 06:08:01,2025-12-15 11:38:01,1104344271,"Не баг, а фича (@bugnotfeature)",media,"Новые «Черепашки-ниндзя» выглядят... Интересно.  У Донателло палка из берёзы, сто процентов.  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",42742,529,0,Document
1104344271,"Не баг, а фича",22343,N/A,2025-12-14 22:23:49,2025-12-15 03:53:49,1104344271,"Не баг, а фича (@bugnotfeature)",media,"⚡️ **Находим ВИРУСЫ в ЛЮБЫХ файлах** — вышла мощнейшая тулза Qu1cksc0pe, которая анализирует исполняемые файлы и находит ВСЕ статические вирусы.   🔅 **Показывает, какие DLL файлы **используются прямо сейчас.  🔅 **Сканирует все функции, API, разделы,** сегменты, URL-адреса, IP-адреса и электронные письма. 🔅 **Проверяет документы перед открытием: **Word, Excel, HTML, Portable и OneNote. 🔅 **Уничтожает вирусы в любых файлах: **ZIP, RAR и ACE. 🔅 **Доступен на Windows и Linux, **а сканирует даже Android.  🔤🔤🔤🔤🔤🔤🔤🔤🔤  Полная защита против вирусов — [тут.](https://github.com/CYB3RMX/Qu1cksc0pe?tab=readme-ov-file)  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",44675,1719,0,Photo
1104344271,"Не баг, а фича",22342,N/A,2025-12-14 20:32:53,2025-12-15 02:02:53,1104344271,"Не баг, а фича (@bugnotfeature)",media,"**Засыпаем за МИНУТУ** — эксперты рассказали про 5️⃣ малоизвестных техник, которые решат все проблемы со сном.   1️⃣ **Когнитивное перемешивание:** Берём нейтральное слово вроде «озеро» и начинаем подбирать слова на каждую его букву. Мозг переключается с тревог, мысли замедляются, и уже через 10 минут тело готово ко сну.  2️⃣ **Глаза вуду:** Закрываем глаза и медленно переводим взгляд вправо, влево, вниз, затем рисуем круги. Эти движения активируют парасимпатическую нервную систему и буквально возвращают организм в режим покоя.  3️⃣ **Метод военных США:** Удобно ложимся, закрываем глаза и считаем до 30. Затем слегка приоткрываем глаза, как тонкий полумесяц, считаем до пяти и снова закрываем. Повторяем и концентрируемся на медленном дыхании — сон накрывает неожиданно быстро.  4️⃣ **Пятиминутная разгрузка:** Записываем задачи на завтра и одно хорошее событие за день. Такой список снимает тревогу и освобождает голову от лишних мыслей. ** **5️⃣ **Метод предварительного сновидения: ** Представляем приятный сценарий будущего сна: прогулку по горам, спокойное озеро, плавание на каноэ. Чем детальнее картинка, тем быстрее мозг «отпускает» бодрствование.   Убиваем недосып раз и навсегда.   🙂 [Не баг, а фича](https://t.me/bugnotfeature)",47806,2405,0,Photo
1104344271,"Не баг, а фича",22341,N/A,2025-12-14 14:35:52,2025-12-14 20:05:52,1104344271,"Не баг, а фича (@bugnotfeature)",media,"**Удалить МАХ просто.** Нужно всего лишь...  🙂 [Не баг, а фича](https://t.me/bugnotfeature)",54341,1471,0,Photo
